date,open,high,low,close,pct_change,volume,ln_return
2023-05-15,4126.8,4141.25,4110.27,4136.28,0.003,2045081928,0.002953869
2023-05-12,4138.84,4143.74,4099.12,4124.08,-0.0016,2068833031,-0.001584552
2023-05-11,4131.93,4132.8,4109.29,4130.62,-0.0017,2217865817,-0.00169806
2023-05-10,4143.52,4154.28,4098.92,4137.64,0.0045,2323189434,0.00447389
2023-05-09,4123.32,4130.35,4116.65,4119.17,-0.0046,2046182856,-0.004589892
2023-05-08,4137.41,4142.3,4123.81,4138.12,0.0005,2097970022,0.000451998
2023-05-05,4088.26,4147.02,4084.73,4136.25,0.0185,2458219151,0.018306159
2023-05-04,4081.27,4082.61,4048.28,4061.22,-0.0072,2843596141,-0.007244906
2023-05-03,4122.44,4148.3,4088.86,4090.75,-0.007,2765389526,-0.007022889
2023-05-02,4163.55,4164.1,4089.72,4119.58,-0.0116,2615182801,-0.011653898
2023-05-01,4167.44,4186.92,4164.12,4167.87,-0.0004,2224450232,-0.000386214
2023-04-28,4129.95,4170.06,4127.18,4169.48,0.0083,2680444683,0.00821936
2023-04-27,4076.41,4138.24,4075.29,4135.35,0.0196,2669902998,0.019377167
2023-04-26,4087.1,4089.67,4049.35,4055.99,-0.0038,2663264290,-0.00384861
2023-04-25,4126.7,4126.7,4071.38,4071.63,-0.0158,2559843604,-0.015937146
2023-04-24,4132.29,4142.41,4117.77,4137.04,0.0009,2071525496,0.000851212
2023-04-21,4132.56,4138.02,4113.86,4133.52,0.0009,2289224112,0.000902786
2023-04-20,4130.16,4148.57,4114.57,4129.79,-0.006,2433303039,-0.00597034
2023-04-19,4139.18,4162.57,4134.49,4154.52,-0.0001,2135850855,-8.4242E-05
2023-04-18,4164.44,4169.48,4140.36,4154.87,0.0009,2102068906,0.000854784
2023-04-17,4137.5,4151.72,4123.18,4151.32,0.0033,2121031154,0.003300779
2023-04-14,4140.14,4163.19,4113.2,4137.64,-0.0021,2077040795,-0.002071499
2023-04-13,4100.02,4150.26,4099.4,4146.22,0.0133,2196995300,0.013175447
2023-04-12,4123.65,4134.37,4086.94,4091.95,-0.0041,2242917713,-0.004143459
2023-04-11,4110.96,4124.26,4102.61,4108.94,0,1989408805,-4.13723E-05
2023-04-10,4084.78,4109.5,4072.55,4109.11,0.001,1948962417,0.000995845
2023-04-06,4081.58,4107.32,4069.84,4105.02,0.0036,2072470322,0.00357274
2023-04-05,4095.48,4099.69,4072.56,4090.38,-0.0025,2301078154,-0.002495429
2023-04-04,4128.05,4133.13,4086.87,4100.6,-0.0058,2235330397,-0.00581392
2023-04-03,4102.32,4127.66,4098.79,4124.51,0.0037,2394591253,0.003692094
2023-03-31,4058.64,4110.75,4056.18,4109.31,0.0144,2516723256,0.014333333
2023-03-30,4047.18,4057.85,4032.1,4050.83,0.0057,2103549550,0.005698994
2023-03-29,4002.26,4030.59,3999.53,4027.81,0.0142,2251240652,0.014136861
2023-03-28,3973.96,3979.2,3951.53,3971.27,-0.0016,1986603707,-0.001575081
2023-03-27,3984.72,4003.83,3970.49,3977.53,0.0016,2461561562,0.00164559
2023-03-24,3937.2,3972.74,3909.16,3970.99,0.0056,2566284444,0.005623958
2023-03-23,3959.34,4007.66,3919.05,3948.72,0.003,2797479137,0.002980084
2023-03-22,4002.13,4039.49,3936.17,3936.97,-0.0165,2669362233,-0.016600212
2023-03-21,3976.35,4009.08,3971.19,4002.87,0.013,2917807766,0.012898636
2023-03-20,3917.56,3956.62,3916.89,3951.57,0.0089,2890222707,0.008878825
2023-03-17,3959.98,3959.98,3901.27,3916.64,-0.011,5638742753,-0.011080586
2023-03-16,3877.52,3964.46,3864.11,3960.28,0.0176,3597816462,0.017409551
2023-03-15,3877.23,3894.26,3838.24,3891.93,-0.0073,3657403839,-0.007329322
2023-03-14,3893.61,3937.29,3873.63,3920.56,0.0168,3405830648,0.016666367
2023-03-13,3835.32,3905.05,3808.86,3855.76,-0.0015,4001022053,-0.001510882
2023-03-10,3912.82,3934.05,3846.32,3861.59,-0.0145,3224106224,-0.014583975
2023-03-09,3998.89,4017.81,3908.7,3918.32,-0.0185,2585911035,-0.018631873
2023-03-08,3987.46,4000.41,3969.76,3992.01,0.0014,2036782973,0.001413821
2023-03-07,4048.23,4050,3980.31,3986.37,-0.0153,2246011571,-0.015445639
2023-03-06,4054.41,4078.49,4044.61,4048.42,0.0007,2174387285,0.000686924
2023-03-03,3998.13,4048.29,3995.17,4045.64,0.0161,2205381171,0.0160188
2023-03-02,3938.25,3990.84,3928.16,3981.35,0.0076,2238637043,0.007553542
2023-03-01,3963.86,3971.73,3939.05,3951.39,-0.0047,2202437133,-0.004736462
2023-02-28,3977.13,3997.5,3968.98,3970.15,-0.003,2740919891,-0.003040598
2023-02-27,3992.02,4018.05,3973.55,3982.24,0.0031,2048818188,0.003068305
2023-02-24,3974.28,3978.25,3943.08,3970.04,-0.0105,2180170804,-0.010593457
2023-02-23,4018.09,4028.3,3969.19,4012.32,0.0053,2308657962,0.005315273
2023-02-22,4001.64,4017.37,3976.9,3991.05,-0.0016,2237819522,-0.001574786
2023-02-21,4052.77,4052.77,3995.19,3997.34,0,2347271199,-0.020244784
2023-02-17,4077.73,4081.51,4047.95,4079.09,-0.0028,2373581137,-0.002771285
2023-02-16,4114.54,4136.54,4089.49,4090.41,-0.0138,2254653569,-0.013884644
2023-02-15,4119.08,4148.11,4103.98,4147.6,0.0028,2103269468,0.002769286
2023-02-14,4126.54,4159.77,4095.01,4136.13,-0.0003,2205170711,-0.000280416
2023-02-13,4096.84,4138.9,4092.67,4137.29,0.0114,2115543630,0.011383551
2023-02-10,4069.15,4094.36,4060.79,4090.46,0.0022,2301646476,0.002192865
2023-02-09,4143.81,4156.23,4069.67,4081.5,-0.0088,2652617337,-0.008869043
2023-02-08,4153.34,4156.85,4111.67,4117.86,-0.0111,2543426659,-0.01114254
2023-02-07,4104.9,4176.54,4088.39,4164,0.0129,2612787624,0.012790383
2023-02-06,4118.89,4124.63,4093.38,4111.08,-0.0061,2284201082,-0.006159417
2023-02-03,4136.73,4182.36,4123.36,4136.48,-0.0104,2899964493,-0.010408644
2023-02-02,4158.5,4195.44,4141.88,4179.76,0.0147,3350662924,0.014592431
2023-02-01,4070.2,4148.95,4037.2,4119.21,0.0105,2939837224,0.01039809
2023-01-31,4020.29,4077.16,4020.29,4076.6,0.0146,2865897027,0.014536285
2023-01-30,4049.45,4063.85,4015.55,4017.77,-0.013,2291175986,-0.01305356
2023-01-27,4053.81,4094.21,4048.7,4070.56,0.0025,2556233322,0.002491703
2023-01-26,4036.2,4061.57,4013.29,4060.43,0.011,2412833817,0.010947718
2023-01-25,3982.84,4019.55,3949.06,4016.22,-0.0002,2396874339,-0.000181746
2023-01-24,4016.08,4023.92,3989.79,4016.95,-0.0007,2060094301,-0.00071173
2023-01-23,3978.25,4039.31,3971.64,4019.81,0.0119,2452143131,0.011811328
2023-01-20,3909.44,3972.96,3897.86,3972.61,0.0189,2605475093,0.018741672
2023-01-19,3912.05,3922.94,3885.54,3898.85,-0.0076,2451481456,-0.00766767
2023-01-18,4002.19,4014.16,3926.59,3928.86,-0.0156,2530985478,-0.015685002
2023-01-17,3999.41,4015.39,3984.57,3990.97,-0.002,2478316172,-0.002032526
2023-01-13,3960.32,4003.95,3947.67,3999.09,0.004,2305897852,0.003988851
2023-01-12,3977.24,3997.76,3937.56,3983.17,0.0034,2463314043,0.003410132
2023-01-11,3932.66,3970.07,3928.54,3969.61,0.0128,2354204882,0.012767544
2023-01-10,3888.55,3919.83,3877.29,3919.25,0.007,2127155954,0.006954021
2023-01-09,3910.56,3950.57,3890.42,3892.09,-0.0008,2500082779,-0.00076793
2023-01-06,3827.14,3906.19,3809.56,3895.08,0.0228,2449417930,0.022583841
2023-01-05,3840.09,3840.09,3802.42,3808.1,-0.0116,2239095132,-0.011713902
2023-01-04,3842.21,3873.16,3815.77,3852.97,0.0075,2570772991,0.007510674
2023-01-03,3854.97,3878.46,3794.33,3824.14,-0.004,2329785248,-0.004008544
2022-12-30,3828.85,3839.85,3800.34,3839.5,-0.0025,1699696467,-0.002543968
2022-12-29,3805.4,3858.19,3805.4,3849.28,0.0175,1721453424,0.017310619
2022-12-28,3829.34,3848.32,3780.78,3783.22,-0.012,1728675530,-0.012093463
2022-12-27,3843.22,3846.65,3813.22,3829.25,-0.004,1744900168,-0.004057826
2022-12-23,3813.11,3845.8,3797.01,3844.82,0.0059,1579126770,0.005850906
2022-12-22,3853.25,3853.26,3764.49,3822.39,-0.0145,2350253999,-0.01455713
2022-12-21,3841.16,3889.82,3839.49,3878.44,0.0149,2127414465,0.014758594
2022-12-20,3810.37,3838.24,3795.62,3821.62,0.001,2209956558,0.001036747
2022-12-19,3853.69,3854.86,3800.04,3817.66,-0.009,2275928522,-0.009048278
2022-12-16,3891.56,3891.56,3827.91,3852.36,-0.0111,4969069165,-0.011200268
2022-12-15,3958.25,3958.37,3879.45,3895.75,-0.0249,2686596630,-0.025237461
2022-12-14,4015.41,4053.76,3965.65,3995.32,-0.0061,2571635241,-0.006071158
2022-12-13,4068.88,4100.96,3993.03,4019.65,0.0073,3069418836,0.007263262
2022-12-12,3939.55,3990.71,3935.3,3990.56,0.0143,2228031375,0.014178263
2022-12-09,3953.93,3977.02,3933.04,3934.38,-0.0073,2085157074,-0.007376687
2022-12-08,3947.89,3974.19,3935.83,3963.51,0.0075,2147755920,0.007493612
2022-12-07,3933.55,3957.57,3922.68,3933.92,-0.0019,2238272050,-0.001864085
2022-12-06,3997.16,4001.51,3918.39,3941.26,-0.0144,2356446479,-0.01450385
2022-12-05,4051.95,4052.45,3984.49,3998.84,-0.0179,2254038321,-0.018056284
2022-12-02,4039.72,4080.48,4026.63,4071.7,-0.0012,2062179584,-0.001195346
2022-12-01,4086.88,4100.51,4050.87,4076.57,-0.0009,2311338313,-0.000868
2022-11-30,3957.64,4080.11,3938.58,4080.11,0.0309,3585186223,0.030478588
2022-11-29,3963.63,3976.77,3937.65,3957.63,-0.0016,1895192533,-0.001593119
2022-11-28,4005.59,4012.27,3955.77,3963.94,-0.0154,2084609885,-0.015564653
2022-11-25,4023.55,4034.02,4020.76,4026.12,-0.0003,901142675,-0.000283111
2022-11-23,4001.02,4033.78,3998.66,4027.26,0.0059,1753877149,0.005897283
2022-11-22,3965.15,4005.88,3956.88,4003.58,0.0136,1987305076,0.013488572
2022-11-21,3956.45,3962,3933.34,3949.94,-0.0039,2113922792,-0.003891213
2022-11-18,3967.68,3979.89,3935.98,3965.34,0.0048,2225021521,0.004747288
2022-11-17,3918.39,3954.33,3906.54,3946.56,-0.0031,2183972786,-0.00309411
2022-11-16,3976.32,3983.09,3954.34,3958.79,-0.0083,2377496084,-0.008286298
2022-11-15,4007.26,4028.84,3953.17,3991.73,0.0087,2774058505,0.008675381
2022-11-14,3977.28,4008.97,3956.4,3957.25,-0.0089,2580342143,-0.008975958
2022-11-11,3963.33,4001.48,3944.82,3992.93,0.0092,3019518834,0.009198359
2022-11-10,3859.74,3958.33,3859.74,3956.37,0.0554,3329380361,0.053952504
2022-11-09,3811.22,3818.2,3744.22,3748.57,-0.0208,2542782564,-0.020996775
2022-11-08,3816.47,3859.4,3786.28,3828.11,0.0056,2567826478,0.005582268
2022-11-07,3780.89,3813.95,3764.7,3806.8,0.0096,2474253060,0.009568062
2022-11-04,3767.97,3796.34,3708.84,3770.55,0.0136,3007928447,0.013526781
2022-11-03,3731.48,3750.59,3698.15,3719.89,-0.0106,2856234717,-0.010642409
2022-11-02,3851.62,3894.44,3758.68,3759.69,-0.025,3093335867,-0.025319803
2022-11-01,3900.79,3911.79,3843.8,3856.1,-0.0041,2621979328,-0.004109694
2022-10-31,3881.49,3893.73,3863.18,3871.98,-0.0075,2787793174,-0.007482307
2022-10-28,3808.18,3905.42,3808.18,3901.06,0.0246,2885168262,0.024328035
2022-10-27,3834.85,3859.95,3803.79,3807.3,-0.0061,3003494785,-0.006101172
2022-10-26,3826.79,3886.15,3824.07,3830.6,-0.0074,2884384809,-0.007415138
2022-10-25,3799.04,3862.85,3799.04,3859.11,0.0163,2675924658,0.016135765
2022-10-24,3763.41,3810.74,3741.65,3797.34,0.0119,2588908128,0.011811917
2022-10-21,3656.51,3757.89,3647.42,3752.75,0.0237,3006076801,0.023447768
2022-10-20,3689.82,3736,3656.44,3665.78,-0.008,2643573608,-0.007982719
2022-10-19,3702.73,3728.58,3666.51,3695.16,-0.0067,2384549614,-0.006694437
2022-10-18,3746.75,3762.79,3686.53,3719.98,0.0114,2638029434,0.01136276
2022-10-17,3638.63,3689.73,3638.63,3677.95,0.0265,2557227447,0.026135557
2022-10-14,3690.56,3712,3579.68,3583.07,-0.0237,2653971506,-0.023947164
2022-10-13,3519.18,3685.41,3491.58,3669.91,0.026,3190653577,0.025634291
2022-10-12,3592.16,3608.34,3573.86,3577.03,-0.0033,2361574738,-0.003296183
2022-10-11,3595.48,3640.66,3568.45,3588.84,-0.0065,2693517898,-0.006540573
2022-10-10,3647.5,3652.17,3588.1,3612.39,-0.0075,2361223205,-0.007520668
2022-10-07,3707.07,3707.07,3620.73,3639.66,-0.028,2702985780,-0.028403167
2022-10-06,3771.53,3797.93,3739.22,3744.52,-0.0102,2499058575,-0.01029792
2022-10-05,3753.84,3806.91,3722.66,3783.28,-0.002,2490203355,-0.002020013
2022-10-04,3726.21,3791.92,3726.21,3790.93,0.0306,2886180337,0.030125341
2022-10-03,3610.11,3698.35,3604.93,3678.43,0.0259,2776284680,0.025554629
2022-09-30,3634.15,3671.44,3584.13,3585.62,-0.0151,3126673320,-0.015181392
2022-09-29,3687.15,3687.15,3610.4,3640.47,-0.0211,2587794022,-0.021352776
2022-09-28,3652.68,3736.74,3640.61,3719.04,0.0197,2625625233,0.019481144
2022-09-27,3686.11,3717.53,3623.29,3647.29,-0.0021,2533203538,-0.002122611
2022-09-26,3681.95,3715.67,3644.76,3655.04,-0.0103,2605456473,-0.010394377
2022-09-23,3728.27,3728.27,3647.47,3693.23,-0.0172,2797337134,-0.017382826
2022-09-22,3782.59,3790.9,3749.45,3757.99,-0.0084,2450867075,-0.008463309
2022-09-21,3871.16,3907.07,3789.49,3789.93,-0.0171,2487138441,-0.017264674
2022-09-20,3875.05,3876.01,3827.54,3855.93,-0.0113,2324643754,-0.011336125
2022-09-19,3848.25,3900.45,3838.5,3899.89,0.0069,2093234456,0.006833745
2022-09-16,3881.68,3881.68,3837.08,3873.33,-0.0072,4363348031,-0.007208045
2022-09-15,3932.71,3959.14,3888.28,3901.35,-0.0113,2486311297,-0.011382295
2022-09-14,3940.79,3961.94,3912.18,3946.01,0.0034,2450800625,0.003381272
2022-09-13,4037.61,4037.61,3921.28,3932.69,-0.0432,2604671729,-0.04419911
2022-09-12,4083.95,4119.28,4083.67,4110.41,0.0106,2117648252,0.01052864
2022-09-09,4023.35,4076.81,4022.94,4067.36,0.0153,2086346065,0.015155972
2022-09-08,3960.89,4010.5,3944.81,4006.18,0.0066,2261280421,0.006589013
2022-09-07,3909.33,3987.89,3906.03,3979.87,0.0183,2168316680,0.018174804
2022-09-06,3931.74,3942.55,3886.75,3908.19,-0.0041,2238631934,-0.004103447
2022-09-02,3996.39,4018.43,3906.21,3924.26,-0.0107,2083181521,-0.01079453
2022-09-01,3936.61,3970.23,3903.65,3966.85,0.003,2303154412,0.002991728
2022-08-31,4001.33,4015.37,3954.53,3955,-0.0078,2524263578,-0.00784776
2022-08-30,4041.21,4044.98,3965.21,3986.16,-0.011,2044531778,-0.011089368
2022-08-29,4035.33,4062.99,4017.42,4030.61,-0.0067,1884504005,-0.006688724
2022-08-26,4198.61,4203.04,4057.66,4057.66,-0.0337,2113423504,-0.034268527
2022-08-25,4154.07,4200.54,4147.59,4199.12,0.0141,1836816662,0.013993219
2022-08-24,4127.3,4156.56,4119.97,4140.77,0.0029,1721855823,0.002911907
2022-08-23,4132.92,4159.77,4124.03,4128.73,-0.0022,1775135204,-0.002240309
2022-08-22,4195.21,4195.21,4129.86,4137.99,-0.0214,1976203704,-0.021632428
2022-08-19,4265.87,4266.31,4218.7,4228.48,-0.0129,2026982130,-0.012983869
2022-08-18,4273.45,4292.53,4261.98,4283.74,0.0023,1740837581,0.002266944
2022-08-17,4280.32,4302.18,4253.08,4274.04,-0.0072,1850525300,-0.007264079
2022-08-16,4289.89,4325.28,4277.77,4305.2,0.0019,1901043758,0.001873909
2022-08-15,4268.93,4301.79,4256.9,4297.14,0.004,1771417898,0.003961629
2022-08-12,4224.76,4280.47,4219.78,4280.15,0.0173,1828501386,0.017174074
2022-08-11,4228.45,4257.91,4201.41,4207.27,-0.0007,2071062580,-0.000705672
2022-08-10,4181.18,4211.03,4177.26,4210.24,0.0213,2225951031,0.021067155
2022-08-09,4133.39,4137.3,4112.09,4122.47,-0.0042,2034037563,-0.004257782
2022-08-08,4156.46,4186.62,4128.97,4140.06,-0.0012,2084615781,-0.001238345
2022-08-05,4115.3,4151.58,4107.31,4145.19,-0.0016,2014463962,-0.001627069
2022-08-04,4155.05,4161.29,4135.42,4151.94,-0.0008,2238505791,-0.000777647
2022-08-03,4108.11,4167.66,4107.96,4155.17,0.0156,2421502441,0.015517461
2022-08-02,4104.22,4140.47,4079.81,4091.19,-0.0067,2238421932,-0.006684703
2022-08-01,4111.24,4144.95,4096.02,4118.63,-0.0028,2278707254,-0.002827039
2022-07-29,4087.23,4140.15,4079.22,4130.29,0.0142,2873733835,0.01410775
2022-07-28,4026.58,4078.95,3992.97,4072.43,0.0121,2492201584,0.012060363
2022-07-27,3950.66,4039.56,3950.66,4023.61,0.0262,2431345200,0.025820035
2022-07-26,3953.51,3953.51,3910.74,3921.05,-0.0115,2106674945,-0.011610333
2022-07-25,3965.56,3975.3,3943.46,3966.84,0.0013,1919980757,0.001314251
2022-07-22,3998.65,4012.44,3938.86,3961.63,-0.0093,2215897933,-0.00937627
2022-07-21,3954.39,3999.29,3927.64,3998.95,0.0099,2479904891,0.009813054
2022-07-20,3935.69,3974.13,3922.03,3959.9,0.0059,2309967844,0.005878504
2022-07-19,3861.06,3939.81,3860.73,3936.69,0.0276,2373417212,0.027253558
2022-07-18,3884.03,3902.44,3818.63,3830.85,-0.0084,2174880532,-0.008398791
2022-07-15,3820.38,3863.62,3817.18,3863.16,0.0192,2289734951,0.019019223
2022-07-14,3764.86,3796.41,3721.56,3790.38,-0.003,2167947896,-0.0030031
2022-07-13,3779.91,3829.44,3759.07,3801.78,-0.0045,2047650836,-0.004466859
2022-07-12,3851.71,3873.41,3802.36,3818.8,-0.0092,2109455173,-0.009286899
2022-07-11,3880.7,3880.94,3847.22,3854.43,-0.0115,1807609391,-0.01159443
2022-07-08,3888.12,3918.5,3869.34,3899.38,-0.0008,1742823368,-0.000830556
2022-07-07,3858.66,3910.63,3858.66,3902.62,0.015,2086719603,0.014853713
2022-07-06,3831.82,3870.91,3809.37,3845.08,0.0036,2185947932,0.003566747
2022-07-05,3792.57,3832.19,3742.06,3831.39,0.0016,2478852645,0.001582924
2022-07-01,3781.08,3829.82,3752.1,3825.33,0.0106,2175969036,0.01049846
2022-06-30,3786.31,3818.99,3738.67,3785.38,-0.0088,2657139522,-0.008797815
2022-06-29,3824.68,3836.5,3799.02,3818.83,-0.0007,2074971504,-0.000712007
2022-06-28,3913,3945.86,3820.14,3821.55,-0.0201,2230281340,-0.020348658
2022-06-27,3920.76,3927.72,3889.66,3900.11,-0.003,2096753948,-0.00297753
2022-06-24,3821.72,3913.65,3821.72,3911.74,0.0306,3463802906,0.030105537
2022-06-23,3775.01,3802.58,3743.52,3795.73,0.0095,2502024428,0.009487049
2022-06-22,3734.37,3801.79,3717.69,3759.89,-0.0013,2453781070,-0.001302381
2022-06-21,3715.72,3779.65,3715.31,3764.79,0.0245,2661234237,0.024182489
2022-06-17,3665.44,3707.71,3636.87,3674.84,0.0022,4692268819,0.002198429
2022-06-16,3728.18,3728.18,3639.77,3666.77,-0.0325,3075657417,-0.033052215
2022-06-15,3764.02,3837.56,3722.3,3789.99,0.0146,2768999968,0.014487056
2022-06-14,3763.11,3778.18,3705.68,3735.48,-0.0038,2641465353,-0.003780844
2022-06-13,3838.53,3838.53,3734.3,3749.63,-0.0388,3049364805,-0.039539873
2022-06-10,3975.06,3975.06,3900.16,3900.86,-0.0291,2492419189,-0.029542425
2022-06-09,4102.29,4119.1,4017.17,4017.82,-0.0238,2061086863,-0.02408647
2022-06-08,4146.38,4160.14,4107.2,4115.77,-0.0108,1851546132,-0.010852586
2022-06-07,4096.91,4164.86,4080.19,4160.68,0.0095,1945839400,0.009478332
2022-06-06,4135.07,4168.78,4109.18,4121.43,0.0031,1890558840,0.003132456
2022-06-03,4136.49,4142.67,4098.67,4108.54,-0.0163,1879610190,-0.016482457
2022-06-02,4095.31,4177.51,4074.37,4176.82,0.0184,2060635699,0.018263263
2022-06-01,4149.24,4166.54,4073.85,4101.23,-0.0075,2171495669,-0.007510924
2022-05-31,4150.27,4168.34,4104.88,4132.15,-0.0063,3802655235,-0.006294055
2022-05-27,4077.25,4158.49,4077.25,4158.24,0.0247,2150059339,0.024441095
2022-05-26,3985.3,4075.14,3984.6,4057.84,0.0199,2393688496,0.019688139
2022-05-25,3928.78,3999.33,3925.03,3978.73,0.0095,2297510328,0.009406386
2022-05-24,3943.15,3955.68,3875.13,3941.48,-0.0081,2436606104,-0.008153946
2022-05-23,3919.82,3981.88,3909.04,3973.75,0.0186,2363711728,0.018385023
2022-05-20,3927.76,3943.42,3810.32,3901.36,0.0001,2981191625,0.000146114
2022-05-19,3899,3945.96,3876.58,3900.79,-0.0058,2774295102,-0.005850892
2022-05-18,4051.98,4051.98,3911.91,3923.68,-0.0404,2712127310,-0.041233768
2022-05-17,4052,4090.72,4033.93,4088.85,0.0202,2458409815,0.019968898
2022-05-16,4013.02,4046.46,3983.99,4008.01,-0.0039,2203333662,-0.003954238
2022-05-13,3963.9,4038.88,3963.9,4023.89,0.0239,2544978092,0.023589315
2022-05-12,3903.95,3964.8,3858.87,3930.08,-0.0013,3139788075,-0.001296842
2022-05-11,3990.08,4049.09,3928.82,3935.18,-0.0165,2763949436,-0.016600203
2022-05-10,4035.18,4068.82,3958.17,4001.05,0.0025,2918622876,0.002454867
2022-05-09,4081.27,4081.27,3975.48,3991.24,-0.032,3039682583,-0.032561555
2022-05-06,4128.17,4157.69,4067.91,4123.34,-0.0057,2722520234,-0.005690318
2022-05-05,4270.43,4270.43,4106.01,4146.87,-0.0356,2869932437,-0.036300724
2022-05-04,4181.18,4307.66,4148.91,4300.17,0.0299,2861117128,0.029425235
2022-05-03,4159.78,4200.1,4147.08,4175.48,0.0048,2494450424,0.004825442
2022-05-02,4130.61,4169.81,4062.51,4155.38,0.0057,2744837614,0.00565927
2022-04-29,4253.75,4269.68,4124.28,4131.93,-0.0363,2848565077,-0.036959202
2022-04-28,4222.58,4308.45,4188.63,4287.5,0.0247,2727277814,0.024445646
2022-04-27,4186.52,4240.71,4162.9,4183.96,0.0021,2599786671,0.002095905
2022-04-26,4278.14,4278.14,4175.04,4175.2,-0.0281,2623029026,-0.028550028
2022-04-25,4255.34,4299.02,4200.82,4296.12,0.0057,2829238475,0.005681688
2022-04-22,4385.83,4385.83,4267.62,4271.78,-0.0277,2491087344,-0.028131991
2022-04-21,4489.17,4512.94,4384.47,4393.66,-0.0148,2600733165,-0.014862847
2022-04-20,4472.26,4488.29,4448.76,4459.45,-0.0006,2356777275,-0.000618719
2022-04-19,4390.63,4471.03,4390.63,4462.21,0.0161,2198810594,0.01593004
2022-04-18,4385.63,4410.31,4370.3,4391.69,-0.0002,2020686695,-0.000204912
2022-04-14,4449.12,4460.46,4390.77,4392.59,-0.0121,2470867311,-0.01221848
2022-04-13,4394.3,4453.92,4392.7,4446.59,0.0112,2169384807,0.011112683
2022-04-12,4437.59,4471,4381.34,4397.45,-0.0034,2208449999,-0.003423394
2022-04-11,4462.64,4464.35,4408.38,4412.53,-0.0169,2391226960,-0.017021334
2022-04-08,4494.15,4520.41,4474.6,4488.28,-0.0027,2219394239,-0.002654507
2022-04-07,4474.65,4521.16,4450.3,4500.21,0.0043,2596329084,0.004244352
2022-04-06,4494.17,4503.94,4450.04,4481.15,-0.0097,2720107863,-0.009764386
2022-04-05,4572.45,4593.45,4514.17,4525.12,-0.0126,2392511418,-0.012631155
2022-04-04,4547.97,4583.5,4539.21,4582.64,0.0081,2264759542,0.008058323
2022-04-01,4540.32,4548.7,4507.57,4545.86,0.0034,2327873188,0.003404486
2022-03-31,4599.02,4603.07,4530.41,4530.41,-0.0157,2628843804,-0.015776327
2022-03-30,4624.2,4627.77,4581.32,4602.45,-0.0063,2065958283,-0.00631361
2022-03-29,4602.86,4637.3,4589.66,4631.6,0.0123,2443956070,0.012182027
2022-03-28,4541.09,4575.65,4517.69,4575.52,0.0071,2006030065,0.00711956
2022-03-25,4522.91,4546.03,4501.07,4543.06,0.0051,1988172758,0.005053402
2022-03-24,4469.98,4520.58,4465.17,4520.16,0.0143,2073153516,0.01424203
2022-03-23,4493.1,4501.07,4455.81,4456.24,-0.0123,2168498634,-0.012348713
2022-03-22,4469.1,4522,4469.1,4511.61,0.0113,2340975844,0.011240769
2022-03-21,4462.4,4481.75,4424.3,4461.18,-0.0004,2444520483,-0.000434768
2022-03-18,4407.34,4465.4,4390.57,4463.12,0.0117,4158238878,0.01159477
2022-03-17,4345.11,4412.67,4335.65,4411.67,0.0123,2432766777,0.012272191
2022-03-16,4288.14,4358.9,4251.99,4357.86,0.0224,2907784821,0.022136999
2022-03-15,4188.82,4271.05,4187.9,4262.45,0.0214,2606219222,0.021182551
2022-03-14,4202.75,4247.57,4161.72,4173.11,-0.0074,2684510912,-0.007448628
2022-03-11,4279.5,4291.01,4200.49,4204.31,-0.013,2338436067,-0.013046288
2022-03-10,4252.55,4268.28,4209.8,4259.52,-0.0043,2581145823,-0.004301082
2022-03-09,4223.1,4299.4,4223.1,4277.88,0.0257,3002083215,0.025373672
2022-03-08,4202.66,4276.94,4157.87,4170.7,-0.0072,3639337569,-0.007260128
2022-03-07,4327.01,4327.01,4199.85,4201.09,-0.0295,3474312346,-0.029962523
2022-03-04,4342.12,4342.12,4284.98,4328.87,-0.0079,2960470343,-0.007965658
2022-03-03,4401.31,4416.78,4345.56,4363.49,-0.0053,2618791108,-0.005268566
2022-03-02,4322.56,4401.48,4322.56,4386.54,0.0186,2859664337,0.018470983
2022-03-01,4363.14,4378.45,4279.54,4306.26,-0.0155,3126183650,-0.015594427
2022-02-28,4354.17,4388.84,4315.12,4373.94,-0.0024,3148295517,-0.0024456
2022-02-25,4298.38,4385.34,4286.83,4384.65,0.0224,2687355275,0.022126148
2022-02-24,4155.77,4294.73,4114.65,4288.7,0.015,3551647140,0.01484606
2022-02-23,4324.93,4341.51,4221.51,4225.5,-0.0184,2470204420,-0.01858379
2022-02-22,4332.74,4362.12,4267.11,4304.76,-0.0101,2678916488,-0.010194654
2022-02-18,4384.57,4394.6,4327.22,4348.87,-0.0072,2583639757,-0.007192042
2022-02-17,4456.06,4456.06,4373.81,4380.26,-0.0212,2300727081,-0.021400503
2022-02-16,4455.75,4489.55,4429.68,4475.01,0.0009,2272537913,0.000880833
2022-02-15,4429.28,4472.77,4429.28,4471.07,0.0158,2322886082,0.015643739
2022-02-14,4412.61,4426.22,4364.84,4401.67,-0.0038,2482414267,-0.003847942
2022-02-11,4506.27,4526.33,4401.41,4418.64,-0.019,2837210221,-0.019151696
2022-02-10,4553.24,4588.92,4484.31,4504.08,-0.0181,2636019731,-0.018281804
2022-02-09,4547,4590.03,4547,4587.18,0.0145,2416698650,0.014412812
2022-02-08,4480.02,4531.32,4465.4,4521.54,0.0084,2432180781,0.008366131
